ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Examples_Count,Examples_Count_Log
teru1237,Teruku,,,,teru1237,,4,1.3862943611198906
sira1267,Sirayaic,,22.9777,120.315,sira1267,,1,0.0
toto1304,Totoli,,1.14995,120.875,toto1304,,2,0.6931471805599453
waim1252,Waima'a,,-8.53416,126.317,waim1252,,8,2.0794415416798357
wara1294,Anta-Komnzo-Wára-Wérè-Kémä,,-8.64917,141.52,wara1294,,860,6.756932389247553
bili1250,Bilinarra,,-16.868771,130.533991,bili1250,,3,1.0986122886681098
nenn1238,Nen,,-8.62183,142.032,nenn1238,,8,2.0794415416798357
aram1253,Arammba,,-8.29593,141.445,aram1253,,4,1.3862943611198906
kunj1246,Kánchá,,-8.92289,141.424,kunj1246,,2,0.6931471805599453
anta1254,Anta,,,,anta1254,,11,2.3978952727983707
kala1397,Kalam,,-5.25216,144.585,kala1397,,4,1.3862943611198906
ngka1235,Ngkontar Ngkolmpu,,-8.87044,140.818,ngka1235,,2,0.6931471805599453
tond1250,Tonda,,,,tond1250,,3,1.0986122886681098
nama1265,Nama,,,,nama1265,,1,0.0
suki1245,Suki,,-8.04783,141.842,suki1245,,1,0.0
woii1237,Woi,,-1.62746,135.484,woii1237,,1,0.0
alam1246,Alamblak,,-4.66307,143.316,alam1246,,3,1.0986122886681098
yima1243,Yimas,,-4.71731,143.572,yima1243,,3,1.0986122886681098
paam1238,Paama,,-16.47548,168.23693,paam1238,,2,0.6931471805599453
tuka1247,Tukang Besi,,,,tuka1247,,1,0.0
maib1239,Maybrat-Karon,,-1.3679,132.591,maib1239,,2,0.6931471805599453
noct1238,Nocte Naga,,27.152,95.3903,noct1238,,4,1.3862943611198906
lard1243,Lardil,,-16.56152,139.4343,lard1243,,6,1.791759469228055
panj1256,Eastern Panjabi,,30.0368,75.6702,panj1256,,23,3.1354942159291497
kurd1259,Kurdish,,,,kurd1259,,12,2.4849066497880004
arom1237,Aromanian,,40.616,21.2,arom1237,,1,0.0
mart1255,Martuthunira,,-20.9294,116.607,mart1255,,3,1.0986122886681098
sout2857,Nahavaq,,-16.5116,167.477,sout2857,,6,1.791759469228055
siro1249,Siroi,,-5.52893,145.994,siro1249,,2,0.6931471805599453
cavi1250,Cavineña,,-13.3544,-66.6277,cavi1250,,5,1.6094379124341003
koro1312,Korowai,,-5.26952,140.047,koro1312,,44,3.784189633918261
aime1238,Aimele,,-6.68656,142.656,aime1238,,81,4.394449154672439
mafe1237,Mafea,,-15.4316,167.241,mafe1237,,35,3.5553480614894135
maee1241,Tirax,,-15.9914,167.288,maee1241,,2,0.6931471805599453
sunw1242,Sunwar,,27.5201,86.2476,sunw1242,,2,0.6931471805599453
wamb1259,Wambon,,-5.44334,140.48,wamb1259,,6,1.791759469228055
balu1257,Paluai,,-2.5604,147.282,balu1257,,3,1.0986122886681098
sauk1252,Ma Manda,,-6.31958,146.759,sauk1252,,5,1.6094379124341003
onoo1246,Ono,,-6.19223,147.579,onoo1246,,2,0.6931471805599453
timb1251,Timbe,,-6.06875,147.057,timb1251,,2,0.6931471805599453
tari1256,Tariana,,0.440205,-68.9042,tari1256,,3,1.0986122886681098
sout2940,South Muyu,,-6.01385,140.815,sout2940,,2,0.6931471805599453
muru1274,Murui Huitoto,,-1.13669,-73.8331,muru1274,,3,1.0986122886681098
mach1267,Machiguenga,,-12.1291,-72.5017,mach1267,,16,2.772588722239781
head1238,Nungon,,,,head1238,,1,0.0
hunz1247,Hunzib,,42.0808,46.1369,hunz1247,,22,3.091042453358316
hinu1240,Hinuq,,42.4502,45.8064,hinu1240,,12,2.4849066497880004
khva1239,Khwarshi-Inkhoqwari,,42.2743,45.9977,khva1239,,15,2.70805020110221
aghu1253,Aghul,,41.9242,47.5843,aghu1253,,2,0.6931471805599453
mand1473,Mandobo,,,,mand1473,,3,1.0986122886681098
siee1239,Sie,,-18.8181,169.166,siee1239,,3,1.0986122886681098
kabi1260,Kabikabi,,-25.44486229,153.1539929,kabi1260,,1,0.0
coos1249,Hanis,,43.4413,-124.16,coos1249,,1,0.0
waya1269,Wayana,,2.77537,-54.4429,waya1269,,1,0.0
gali1262,Galibi Carib,,5.83772,-56.8323,gali1262,,1,0.0
utoa1244,Uto-Aztecan,,,,utoa1244,,13,2.5649493574615367
nupe1254,Nupe-Nupe-Tako,,9.18404,5.40031,nupe1254,,1,0.0
sino1245,Sino-Tibetan,,,,sino1245,,7,1.9459101490553132
yace1238,Yace,,6.84259,8.84077,yace1238,,1,0.0
nuuu1241,Ghaap-Kalahari,,-29.7054,19.0841,nuuu1241,,5,1.6094379124341003
lukp1238,Lukpa,,9.51949,1.66954,lukp1238,,6,1.791759469228055
iraq1241,Iraqw,,-4.19948,35.2939,iraq1241,,2,0.6931471805599453
cent2050,Central Kanuri,,11.8,13.13,cent2050,,10,2.302585092994046
utee1244,Ute,,38.0,-109.0,utee1244,,4,1.3862943611198906
loni1238,Loniu,,-2.06124,147.35,loni1238,,5,1.6094379124341003
taik1252,Tai-Kana,,,,taik1252,,1,0.0
kwom1262,Kwoma,,-4.08721,142.664,kwom1262,,1,0.0
viet1252,Vietnamese,,20.681188,105.774071,viet1252,,2,0.6931471805599453
nucl1328,Wambaya,,,,nucl1328,,2,0.6931471805599453
mayo1261,Mayogo,,2.79827,27.8282,mayo1261,,1,0.0
toab1237,To'abaita,,-8.39233,160.619,toab1237,,1,0.0
jams1239,Jamsay Dogon,,14.1794,-2.57999,jams1239,,3,1.0986122886681098
yagu1244,Yagua,,-3.42913,-72.2186,yagu1244,,6,1.791759469228055
donn1239,Donno So Dogon,,14.34019,-3.51468,donn1239,,3,1.0986122886681098
wann1242,Wan,,7.88773,-5.82092,wann1242,,1,0.0
awtu1239,Awtuw,,-3.53129,141.928,awtu1239,,2,0.6931471805599453
mamm1241,Mam,,14.8034,-91.7231,mamm1241,,3,1.0986122886681098
tama1365,Tamasheq,,14.2038,-2.41269,tama1365,,1,0.0
lolo1267,Loloish,,,,lolo1267,,4,1.3862943611198906
ingu1240,Ingush,,43.11,45.03,ingu1240,,6,1.791759469228055
chum1261,Chumburung,,8.15211,-0.2755,chum1261,,4,1.3862943611198906
lele1264,Lelemi,,7.34549,0.50746,lele1264,,1,0.0
uduk1239,Uduk,,9.16012,34.2293,uduk1239,,40,3.6888794541139363
valm1241,Walman,,-3.24963,142.499,valm1241,,63,4.143134726391533
torr1259,Aro,,-3.45292,142.622,torr1259,,3,1.0986122886681098
hali1245,Coastal Marind,,,,hali1245,,15,2.70805020110221
sepi1257,Sepik,,,,sepi1257,,5,1.6094379124341003
mekk1240,Mek,,,,mekk1240,,10,2.302585092994046
roto1249,Rotokas,,-5.94339,155.154,roto1249,,5,1.6094379124341003
burm1264,Burmeso,,-2.47582,138.203,burm1264,,3,1.0986122886681098
nort2933,North Bougainville,,,,nort2933,,2,0.6931471805599453
usho1238,Ushojo,,35.1584,72.643,usho1238,,4,1.3862943611198906
khow1242,Khowar,,36.0,72.0,khow1242,,4,1.3862943611198906
dame1241,Dameli,,35.299,71.6806,dame1241,,3,1.0986122886681098
indu1241,Indus Kohistani,,35.3389,73.0154,indu1241,,2,0.6931471805599453
kala1373,Gawri,,35.5303,72.5738,kala1373,,3,1.0986122886681098
bate1261,Bateri,,34.9582,72.92674,bate1261,,2,0.6931471805599453
gawa1247,Gawar-Bati,,35.1982,71.5428,gawa1247,,3,1.0986122886681098
kala1372,Chitral Kalasha,,35.6415,71.6657,kala1372,,1,0.0
kohi1248,Kohistani Shina,,35.1741,73.3207,kohi1248,,4,1.3862943611198906
buru1296,Burushaski,,36.2161,74.8236,buru1296,,3,1.0986122886681098
chir1284,Chirag,,41.869481,47.41111,chir1284,,2,0.6931471805599453
sout3261,Southwestern Dargwa,,41.977226,47.565486,sout3261,,12,2.4849066497880004
mege1234,Megeb,,,,mege1234,,215,5.3706380281276624
bagv1239,Bagvalal,,42.3966,46.1041,bagv1239,,2,0.6931471805599453
tagw1240,Tagwana Senoufo,,8.67053,-5.17372,tagw1240,,29,3.367295829986474
nafa1256,Nafara,,,,nafa1256,,26,3.258096538021482
hehe1240,Hehe,,-7.71572,35.7255,hehe1240,,50,3.912023005428146
nyam1276,Nyamwezi,,-5.08559,32.94452,nyam1276,,2,0.6931471805599453
abee1242,Abé,,5.59682,-4.38497,abee1242,,3,1.0986122886681098
genn1243,Gen,,6.25971,1.67727,genn1243,,17,2.833213344056216
nort2626,Northern Frisian,,54.6409,8.58489,nort2626,,2,0.6931471805599453
cuev1239,Cuevas Mixtec,,,,cuev1239,,3,1.0986122886681098
taba1266,Tabasco Chontal,,18.1713,-92.7367,taba1266,,46,3.828641396489095
amar1273,Amarasi,,-10.21751,123.96373,amar1273,,256,5.545177444479562
beja1238,Beja,,17.2436,36.6666,beja1238,,3,1.0986122886681098
assy1241,Assyrian Neo-Aramaic,,36.75,43.0,assy1241,,5,1.6094379124341003
safa1245,Safaitic,,,,safa1245,,1,0.0
aram1259,Aramaic,,,,aram1259,,2,0.6931471805599453
sout3123,South Levantine Arabic,,31.5601,38.0837,sout3123,,1,0.0
clas1252,Classical Syriac,,37.1129,42.1432,clas1252,,2,0.6931471805599453
nort3142,North Mesopotamian Arabic,,36.2986,42.0047,nort3142,,2,0.6931471805599453
egyp1253,Egyptian Arabic,,31.0,31.0,egyp1253,,4,1.3862943611198906
nubi1253,Nubi,,-0.183215,34.7552,nubi1253,,7,1.9459101490553132
bari1284,Bari,,4.19522,31.0723,bari1284,,5,1.6094379124341003
acol1236,Acoli,,3.57738,32.5147,acol1236,,2,0.6931471805599453
jurm1239,Jur Modo,,6.03321,29.974,jurm1239,,1,0.0
zand1248,Zande,,4.62047,26.7157,zand1248,,1,0.0
pidg1248,Pidgin Gulf Arabic,,,,pidg1248,,4,1.3862943611198906
bath1244,Bathari,,17.4485,53.119,bath1244,,5,1.6094379124341003
mehr1241,Mehri,,16.793,52.473,mehr1241,,4,1.3862943611198906
awji1241,Awjilah,,29.2341,21.1819,awji1241,,3,1.0986122886681098
siwi1239,Siwi,,29.200415,25.519627,siwi1239,,64,4.1588830833596715
cent1972,Central Kurdish,,35.6539,45.8077,cent1972,,4,1.3862943611198906
anti1246,Antioch,,,,anti1246,,2,0.6931471805599453
nabl1238,Jerusalem Domari,,,,nabl1238,,8,2.0794415416798357
kaby1243,Kabyle,,36.4103,4.76137,kaby1243,,2,0.6931471805599453
tago1246,Tagoi,,12.0346,30.9306,tago1246,,1,0.0
koal1240,Koalib-Rere,,11.69648,30.47166,koal1240,,1,0.0
taji1245,Tajik,,38.8213,68.5549,taji1245,,2,0.6931471805599453
midd1317,Middle English,,51.65,-1.11,midd1317,,3,1.0986122886681098
mana1295,Manam,,-4.07921,145.033,mana1295,,2,0.6931471805599453
kumz1235,Kumzari,,26.1602,56.4202,kumz1235,,1,0.0
tuar1240,Tuareg,,,,tuar1240,,1,0.0
doma1258,Domari,,32.0,35.0,doma1258,,3,1.0986122886681098
igoo1238,Igo,,7.25499,0.67846,igoo1238,,2,0.6931471805599453
nalc1240,Nalca,,-4.26068,139.883,nalc1240,,1,0.0
mich1243,Michif,,49.1681,-99.9119,mich1243,,1,0.0
namb1299,Nambiquaran,,,,namb1299,,1,0.0
texm1235,Texmelucan Zapotec,,16.49197,-97.08947,texm1235,,1,0.0
pali1279,Palikúr,,3.63993,-51.6246,pali1279,,2,0.6931471805599453
pnar1238,Pnar,,24.8237,92.2628,pnar1238,,4,1.3862943611198906
mund1330,Mundurukú,,-8.41095,-57.691,mund1330,,3,1.0986122886681098
sant1410,Santali,,25.0317,87.8185,sant1410,,1,0.0
malt1248,Malto,,,,malt1248,,2,0.6931471805599453
uban1244,Ubangi,,,,uban1244,,1,0.0
otom1299,Otomanguean,,,,otom1299,,1,0.0
anim1240,Anim,,,,anim1240,,2,0.6931471805599453
oksa1245,Oksapmin,,-5.20797,142.177,oksa1245,,2,0.6931471805599453
algo1257,Algonquian,,,,algo1257,,1,0.0
khas1268,Khasian,,,,khas1268,,3,1.0986122886681098
nilo1247,Nilotic,,,,nilo1247,,1,0.0
mixt1427,Mixtec,,,,mixt1427,,1,0.0
bora1262,Boran,,,,bora1262,,2,0.6931471805599453
sout2772,Southern Daly,,,,sout2772,,1,0.0
balt1257,Baltic Romani,,60.0,38.0,balt1257,,3,1.0986122886681098
lezg1248,Lezgic,,,,lezg1248,,1,0.0
koma1264,Koman,,,,koma1264,,1,0.0
taaa1242,Taa,,,,taaa1242,,4,1.3862943611198906
nakh1245,Nakh-Daghestanian,,,,nakh1245,,1,0.0
iroq1247,Iroquoian,,,,iroq1247,,2,0.6931471805599453
maun1240,Mawng,,-11.66,133.376,maun1240,,1,0.0
cush1243,Cushitic,,,,cush1243,,10,2.302585092994046
sout2789,Central Dagaare,,10.4226,-2.52265,sout2789,,106,4.663439094112067
tehu1242,Tehuelche,,-47.5796,-68.3235,tehu1242,,1,0.0
sanz1248,Sanzhi,,41.97796,47.5667,sanz1248,,1905,7.552237287560802
cusc1236,Cusco Quechua,,-14.0853,-71.7663,cusc1236,,3,1.0986122886681098
ghod1238,Godoberi,,42.7428,46.2252,ghod1238,,1,0.0
luva1239,Luvale,,-13.5382,22.2924,luva1239,,2,0.6931471805599453
gbee1241,Gbe,,,,gbee1241,,1,0.0
pash1269,Pashto,,,,pash1269,,3,1.0986122886681098
onei1249,Oneida,,43.438742,-75.708106,onei1249,,2,0.6931471805599453
coas1300,Coast Tsimshian,,,,coas1300,,3,1.0986122886681098
moro1285,Moro,,10.9194,30.2138,moro1285,,1,0.0
bata1289,Batak Toba,,2.35498,99.1761,bata1289,,5,1.6094379124341003
eeee1240,E,,24.7262,109.063,eeee1240,,2,0.6931471805599453
khen1241,Khengkha,,27.0879,90.8633,khen1241,,4,1.3862943611198906
toto1306,Totoro,,2.55149,-76.6379,toto1306,,72,4.276666119016055
nort2973,Northern Pastaza Quichua,,-1.88573,-76.0389,nort2973,,2,0.6931471805599453
murr1259,Murrinhpatha,,,,murr1259,,4,1.3862943611198906
atti1240,Attic,,,,atti1240,,34,3.5263605246161616
dori1248,Doric,,,,dori1248,,13,2.5649493574615367
umbr1253,Umbrian,,42.75,13.02,umbr1253,,3,1.0986122886681098
achi1257,Acehnese,,3.90757,96.6032,achi1257,,2,0.6931471805599453
tune1261,Tunen,,4.75,10.67,tune1261,,2,0.6931471805599453
lang1320,Langi,,-4.71413,35.9517,lang1320,,2,0.6931471805599453
luba1249,Luba-Lulua,,-5.72717,22.4422,luba1249,,3,1.0986122886681098
basa1284,Basa (Cameroon),,3.80765,10.4213,basa1284,,4,1.3862943611198906
bemb1255,Bembe,,-4.49057,29.0507,bemb1255,,5,1.6094379124341003
fonn1241,Fon,,7.15484,1.66495,fonn1241,,7,1.9459101490553132
lavu1241,Lavukaleve,,-9.05569,159.119,lavu1241,,2,0.6931471805599453
tian1238,Tianjin Mandarin,,39.186072,117.215424,tian1238,,2,0.6931471805599453
kumb1268,Kumbainggar,,-29.8189,152.913,kumb1268,,1,0.0
kuma1276,Nêlêmwa-Nixumwak,,-20.4035,164.193,kuma1276,,6,1.791759469228055
kava1241,Kavalan,,24.6947,121.645,kava1241,,2,0.6931471805599453
amis1246,Amis,,23.0917,121.348,amis1246,,3,1.0986122886681098
scot1245,Scottish Gaelic,,56.7574,-5.24366,scot1245,,68,4.219507705176107
mikm1235,Mi'kmaq,,46.0,-64.0,mikm1235,,4,1.3862943611198906
yueh1236,Yuehai,,,,yueh1236,,2,0.6931471805599453
sout2991,South Bolivian Quechua,,-20.9201,-66.3331,sout2991,,1,0.0
gali1258,Galician,,42.2446,-7.5343,gali1258,,1,0.0
oldi1245,Early Irish,,53.0,-8.0,oldi1245,,5,1.6094379124341003
raja1256,Rajasthani,,,,raja1256,,1,0.0
occi1239,Occitan,,44.1415,6.82979,occi1239,,2,0.6931471805599453
gayo1244,Gayo,,4.3733,97.3456,gayo1244,,1,0.0
samb1305,Samba Leko,,8.19236,11.7366,samb1305,,1,0.0
tali1258,Talinga-Bwisi,,0.676185,29.9494,tali1258,,1,0.0
tigr1270,Tigre,,17.3494,38.2233,tigr1270,,2,0.6931471805599453
paum1247,Paumari,,-5.78403,-64.2803,paum1247,,5,1.6094379124341003
west2721,West Central Oromo,,8.81391,36.7365,west2721,,2,0.6931471805599453
kimb1241,Kimbundu,,-8.97835,14.8893,kimb1241,,1,0.0
rund1242,Rundi,,-2.94,29.97,rund1242,,2,0.6931471805599453
gunw1252,Bininj Kun-Wok,,-12.3398,133.358,gunw1252,,1,0.0
belh1239,Belhariya,,26.9972,87.2783,belh1239,,7,1.9459101490553132
oldp1257,Old Portuguese,,,,oldp1257,,2,0.6931471805599453
pana1305,Panamint,,36.0007,-117.901,pana1305,,2,0.6931471805599453
chum1264,Chumash,,,,chum1264,,3,1.0986122886681098
bari1286,Bariai,,-5.5087,148.666,bari1286,,1,0.0
usan1239,Usan,,-4.84265,145.362,usan1239,,4,1.3862943611198906
epen1239,Epena,,4.25877,-77.3566,epen1239,,2,0.6931471805599453
noon1242,Noon,,14.792,-16.9205,noon1242,,3,1.0986122886681098
yura1255,Yuracaré,,-16.7479,-65.1224,yura1255,,1,0.0
mana1298,Manambu,,-4.19082,142.862,mana1298,,1,0.0
kora1295,Korafe,,,,kora1295,,2,0.6931471805599453
stra1246,Straits Salish,,,,stra1246,,2,0.6931471805599453
nort3160,North Germanic,,,,nort3160,,1,0.0
dadi1249,Dadiya,,9.62705,11.3587,dadi1249,,26,3.258096538021482
avat1244,Avatime,,6.8688,0.41314,avat1244,,68,4.219507705176107
seek1238,Seeku,,11.1285,-4.58203,seek1238,,4,1.3862943611198906
gyel1242,Gyele,,2.47457,10.2493,gyel1242,,1345,7.20414929203594
xhos1239,Xhosa,,-31.0389,28.0769,xhos1239,,1,0.0
konk1269,Konkomba,,9.82224,0.2783,konk1269,,70,4.248495242049359
gabo1234,Gabogbo,,5.964761,-5.841819,gabo1234,,24,3.1780538303479458
mosi1247,Akie,,-5.43471,37.1869,mosi1247,,6,1.791759469228055
mand1478,Manda,,,,mand1478,,3,1.0986122886681098
nugu1241,Nugunu (Australia),,-31.9899,133.908,nugu1241,,2,0.6931471805599453
sala1268,Salampasu,,-5.44937,23.1502,sala1268,,1,0.0
chuw1238,Chuwabu,,-17.3428,37.1231,chuw1238,,2,0.6931471805599453
soga1242,Soga,,0.40456,33.3942,soga1242,,1,0.0
ikiz1238,Ikizu,,-1.9915,34.3589,ikiz1238,,1,0.0
kisi1243,Kisi,,-9.93,34.4825,kisi1243,,1,0.0
makw1236,Makwe,,-10.4673,40.0274,makw1236,,3,1.0986122886681098
nath1238,Nathembo,,-16.0973,39.9062,nath1238,,3,1.0986122886681098
kagu1239,Kagulu,,-6.38204,37.0534,kagu1239,,1,0.0
nden1248,Ndengereko,,-7.54628,38.958,nden1248,,1,0.0
kami1254,Kami,,,,kami1254,,2,0.6931471805599453
duma1253,Duma,,-0.91927,13.0046,duma1253,,2,0.6931471805599453
ndum1239,Ndumu,,-1.67033,13.7279,ndum1239,,2,0.6931471805599453
mber1257,Mbere-Mbamba,,-0.477445,14.2877,mber1257,,6,1.791759469228055
tumb1250,Tumbuka,,-11.3297,33.3738,tumb1250,,2,0.6931471805599453
luba1252,Luba,,,,luba1252,,2,0.6931471805599453
ombo1238,Ombo,,-2.32162,25.1748,ombo1238,,2,0.6931471805599453
nucl1379,Kinga,,-9.35868,34.2321,nucl1379,,1,0.0
yaoo1241,Yao,,-13.6119,35.2387,yaoo1241,,2,0.6931471805599453
matu1259,Matumbi,,-8.53734,39.0409,matu1259,,1,0.0
tete1250,Tetela,,-4.29314,24.546,tete1250,,3,1.0986122886681098
ngun1272,Ngungwel,,-1.82055,15.6218,ngun1272,,2,0.6931471805599453
tien1242,Tiene,,-2.84694,16.4765,tien1242,,2,0.6931471805599453
beem1239,Beembe,,-3.95895,14.1,beem1239,,2,0.6931471805599453
ding1239,Ding,,-4.44304,19.3881,ding1239,,2,0.6931471805599453
sett1235,KiSetla,,-15.6067,28.6923,sett1235,,2,0.6931471805599453
paaa1242,Pa'a,,11.0175,9.30091,paaa1242,,3,1.0986122886681098
gida1247,Gidar,,9.874715,14.07845,gida1247,,3,1.0986122886681098
mina1273,Mina,,,,mina1273,,3,1.0986122886681098
hdii1240,Hdi,,10.942,13.6881,hdii1240,,2,0.6931471805599453
wand1278,Wandala,,11.3169,13.8996,wand1278,,3,1.0986122886681098
gude1246,Gude,,10.2138,13.403,gude1246,,3,1.0986122886681098
ngiz1242,Ngizim,,12.1051,11.0178,ngiz1242,,3,1.0986122886681098
buwa1243,Buwal,,10.6151,13.8838,buwa1243,,3,1.0986122886681098
nucl1683,Daba,,10.3521,13.6318,nucl1683,,1,0.0
siva1239,Sivandi,,30.08,52.92,siva1239,,6,1.791759469228055
kupi1238,Kupia,,16.4708,79.5153,kupi1238,,5,1.6094379124341003
pahl1241,Pahlavi,,30.06,52.7,pahl1241,,4,1.3862943611198906
oldp1255,Old Persian,,,,oldp1255,,1,0.0
gila1241,Gilaki,,37.1344,49.8359,gila1241,,2,0.6931471805599453
oriy1255,Odia,,21.0,85.0,oriy1255,,4,1.3862943611198906
taly1247,North-Central Talysh,,38.4552,48.6349,taly1247,,3,1.0986122886681098
west2354,Western Frisian,,53.143,5.86091,west2354,,4,1.3862943611198906
erzy1239,Erzya,,52.8548,45.3901,erzy1239,,1,0.0
nyan1301,Nyangumarta,,-20.6271,121.391,nyan1301,,1,0.0
muru1266,Muruwari,,-28.9618,146.546,muru1266,,2,0.6931471805599453
koka1244,Kokata,,-29.94,135.55,koka1244,,4,1.3862943611198906
aran1263,Upper Arrernte,,,,aran1263,,5,1.6094379124341003
yank1247,Yankunytjatjara,,-26.4064,133.577,yank1247,,1,0.0
saam1281,Saami,,,,saam1281,,3,1.0986122886681098
ahte1237,Ahtena,,61.7068,-144.889,ahte1237,,1,0.0
babi1235,Witsuwit'en-Babine,,55.0997,-126.41,babi1235,,1,0.0
nort2942,North Slavey,,63.5,-125.67,nort2942,,1,0.0
wint1259,Wintu,,39.7176,-122.445,wint1259,,3,1.0986122886681098
hara1270,Harari-East Gurage,,,,hara1270,,1,0.0
surs1245,Sursilvan-Oberland,,,,surs1245,,1355,7.2115567333138015
suts1235,Sutsilvan,,,,suts1235,,3,1.0986122886681098
kuan1248,Kuanua,,-4.30986,152.114,kuan1248,,2,0.6931471805599453
band1358,Bandjalang,,,,band1358,,2,0.6931471805599453
chim1301,Chimariko,,41.0,-123.0,chim1301,,2,0.6931471805599453
awac1239,Awa-Cuaiquer,,1.21652,-78.3401,awac1239,,2,0.6931471805599453
cree1270,Creek,,31.0,-87.5,cree1270,,2,0.6931471805599453
kons1243,Konso,,5.39111,37.53,kons1243,,2,0.6931471805599453
bora1263,Bora,,-2.000259,-72.257066,bora1263,,2,0.6931471805599453
khmu1256,Khmu,,20.2463,101.671,khmu1256,,2,0.6931471805599453
ghom1257,Ghomara,,34.7979,-4.6696,ghom1257,,2,0.6931471805599453
pila1245,Pilagá,,-25.0058,-60.1537,pila1245,,2,0.6931471805599453
dier1241,Dieri,,-28.1667,138.0,dier1241,,5,1.6094379124341003
kute1249,Kutenai,,48.7892,-115.065,kute1249,,7,1.9459101490553132
arap1274,Arapaho,,43.3879,-108.81,arap1274,,2,0.6931471805599453
yapu1240,Yeri,,-3.47256,142.436,yapu1240,,4,1.3862943611198906
dhim1246,Dhimal,,26.6283,88.3798,dhim1246,,4,1.3862943611198906
esee1248,Ese Ejja,,-11.7268,-67.515,esee1248,,4,1.3862943611198906
lumu1239,Lumun,,10.8308,30.253,lumu1239,,4,1.3862943611198906
maja1242,Majang,,7.71,34.97,maja1242,,5,1.6094379124341003
tern1247,Ternate,,0.80562,127.333,tern1247,,4,1.3862943611198906
maka1316,Makasae-Makalero,,-8.65843,126.507,maka1316,,4,1.3862943611198906
yine1238,Yine,,-11.1086,-73.3087,yine1238,,4,1.3862943611198906
turk1304,Turkmen,,37.08719,59.17574,turk1304,,1,0.0
noga1249,Nogai,,44.89776,43.1656,noga1249,,1,0.0
gitx1241,Gitxsan,,55.09,-128.08,gitx1241,,58,4.060443010546419
osse1245,Ossetic,,,,osse1245,,2,0.6931471805599453
sout2972,Southeastern Tarahumara,,26.7282,-106.706,sout2972,,779,6.658011045870748
yaqu1251,Yaqui,,29.9446,-110.681,yaqu1251,,2,0.6931471805599453
cora1259,Corachol,,,,cora1259,,1,0.0
huar1255,Huarijio,,27.8685,-108.437,huar1255,,5,1.6094379124341003
lowl1265,Western Tarahumara,,27.3512,-108.0559,lowl1265,,2,0.6931471805599453
numi1242,Numic,,,,numi1242,,2,0.6931471805599453
ruul1235,Ruuli,,1.41726,32.4179,ruul1235,,280,5.634789603169249
olds1252,Old Swedish,,,,olds1252,,34,3.5263605246161616
stan1279,Standard Swedish,,,,stan1279,,37,3.6109179126442243
lowg1239,Low German,,,,lowg1239,,1,0.0
dale1238,Dalecarlian,,61.291358,13.830399,dale1238,,3,1.0986122886681098
miya1266,Miya,,10.9234,9.71505,miya1266,,2,0.6931471805599453
ulwa1239,Ulwa,,12.932292,-83.581467,ulwa1239,,2,0.6931471805599453
adyg1241,Adyghe,,44.0,39.33,adyg1241,,3,1.0986122886681098
kalk1246,Kalkatungu,,-21.0,139.5,kalk1246,,1,0.0
awng1244,Awngi,,10.9819,36.6916,awng1244,,1,0.0
bili1260,Bilin,,15.7833,38.3917,bili1260,,1,0.0
kara1499,Kalamang,,-3.47037,132.678,kara1499,,953,6.859614903654202
gese1240,Geser-Gorom,,-3.8016,130.701,gese1240,,1,0.0
koas1236,Koasati,,30.4096,-92.709,koas1236,,1,0.0
fwee1238,Fwe,,-17.72372,24.43151,fwee1238,,1389,7.236339342754344
lamu1253,Lamunkhin,,,,lamu1253,,6,1.791759469228055
kore1284,Koreanic,,,,kore1284,,1,0.0
arma1243,Arman,,59.67099,150.13239,arma1243,,1,0.0
kuro1242,Kur-Urmi,,48.806,134.121,kuro1242,,1,0.0
ussu1239,Upper Ussuri,,,,ussu1239,,1,0.0
lali1241,Lalin,,,,lali1241,,1,0.0
sout2731,Southern,,,,sout2731,,1,0.0
peri1253,Peripheral Mongolian,,42.4208,110.157,peri1253,,12,2.4849066497880004
amba1269,Ambakich,,-4.23181,144.285,amba1269,,2,0.6931471805599453
maru1253,Maruat-Dimiri-Yaul,,,,maru1253,,3,1.0986122886681098
apma1241,Ap Ma,,-4.35147,144.085,apma1241,,5,1.6094379124341003
yuat1252,Yuat,,,,yuat1252,,2,0.6931471805599453
yaul1241,Ulwa (Papua New Guinea),,-4.39912,143.993,yaul1241,,2,0.6931471805599453
kera1258,Keram,,,,kera1258,,2,0.6931471805599453
bana1292,Banaro,,-4.56615,144.329,bana1292,,2,0.6931471805599453
manu1264,Manu,,,,manu1264,,2,0.6931471805599453
lang1328,Pondi,,-4.32557,143.925,lang1328,,5,1.6094379124341003
