ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Examples_Count,Examples_Count_Log
saba1263,Sabah Malay,,4.64808,117.024,saba1263,,1,0.0
wakd1237,Wakde,,-1.98457,139.008,wakd1237,,2,0.6931471805599453
bone1255,Bonerif,,-2.09529,139.208,bone1255,,2,0.6931471805599453
jama1262,Jamaican Creole English,,18.13,-77.2612,jama1262,,72,4.276666119016055
gull1243,Gullah,,,,gull1243,,1,0.0
sran1240,Sranan Tongo,,5.83,-55.33,sran1240,,25,3.2188758248682006
creo1235,Guyanese Creole English,,9.0,-62.0,creo1235,,15,2.70805020110221
sara1340,Saramaccan,,4.54729,-54.0238,sara1340,,1,0.0
berb1259,Berbice Creole Dutch,,5.3829,-58.0002,berb1259,,8,2.0794415416798357
phal1254,Palula,,35.5096,71.8421,phal1254,,892,6.79346613258001
krio1253,Krio,,10.8811,-14.3204,krio1253,,12,2.4849066497880004
fern1234,Pichi,,3.74,8.78,fern1234,,1438,7.271008538280992
ewee1241,Ewe,,6.46061,0.814975,ewee1241,,6,1.791759469228055
efik1245,Efik,,4.89379,8.38121,efik1245,,5,1.6094379124341003
yauy1235,Yauyos Quechua,,-12.62,-75.7,yauy1235,,37,3.6109179126442243
warl1255,Warlmanpa,,-18.949,133.862,warl1255,,1,0.0
geee1239,Ge,,26.8542,107.823,geee1239,,2,0.6931471805599453
mori1278,Morisyen,,-20.2613,57.5517,mori1278,,14,2.6390573296152584
hait1244,Haitian,,18.795135,-72.136115,hait1244,,43,3.7612001156935624
mala1533,Malacca-Batavia Portuguese Creole,,2.188087,102.262059,mala1533,,1,0.0
saot1239,Sãotomense,,0.28332,6.61935,saot1239,,3,1.0986122886681098
sese1246,Seselwa Creole French,,-4.62314,55.4503,sese1246,,3,1.0986122886681098
ndyu1242,Aukan,,4.3126,-54.6419,ndyu1242,,2,0.6931471805599453
yuch1247,Yuchi,,35.75,-86.75,yuch1247,,1,0.0
mand1446,Mandan,,46.83,-101.0,mand1446,,17,2.833213344056216
bilo1248,Biloxi,,31.32,-89.1951,bilo1248,,10,2.302585092994046
chic1270,Chickasaw,,34.0,-88.0,chic1270,,2,0.6931471805599453
ofoo1242,Ofo,,30.43,-91.75,ofoo1242,,2,0.6931471805599453
atak1252,Atakapa,,30.9121,-93.0827,atak1252,,2,0.6931471805599453
chit1248,Chitimacha,,30.3386,-90.9123,chit1248,,2,0.6931471805599453
choc1276,Choctaw,,32.25,-88.5,choc1276,,1,0.0
natc1249,Natchez,,31.75,-91.33,natc1249,,2,0.6931471805599453
tuni1252,Tunica,,30.9888,-92.5403,tuni1252,,1,0.0
kans1243,Kansa,,39.0,-94.4,kans1243,,6,1.791759469228055
iowa1246,Iowa,,,,iowa1246,,5,1.6094379124341003
iowa1245,Iowa-Oto,,40.0511,-95.5213,iowa1245,,12,2.4849066497880004
hida1246,Hidatsa,,47.33,-102.0,hida1246,,29,3.367295829986474
hoch1243,Ho-Chunk,,43.5,-88.5,hoch1243,,146,4.983606621708336
assi1247,Assiniboine,,49.2923,-106.068,assi1247,,11,2.3978952727983707
crow1244,Crow,,45.368,-107.874,crow1244,,11,2.3978952727983707
omah1248,Omaha,,,,omah1248,,12,2.4849066497880004
omah1247,Omaha-Ponca,,42.0944,-96.5295,omah1247,,15,2.70805020110221
osag1243,Osage,,36.7828,-96.2949,osag1243,,4,1.3862943611198906
ngit1239,Ngiti,,1.30455,30.2242,ngit1239,,2,0.6931471805599453
sout2969,Southern Paiute,,37.0,-114.0,sout2969,,1,0.0
beng1280,Bengali,,24.0,90.0,beng1280,,5,1.6094379124341003
assa1263,Assamese,,26.0876,91.2932,assa1263,,10,2.302585092994046
imon1245,Imonda,,-3.31228,141.171,imon1245,,4,1.3862943611198906
gand1255,Ganda,,0.66884,32.15153,gand1255,,112,4.718498871295094
laoo1244,Lao,,19.0,102.46,laoo1244,,15,2.70805020110221
sali1255,Salishan,,,,sali1255,,8,2.0794415416798357
siwu1238,Siwu,,7.23811,0.44362,siwu1238,,1,0.0
ikkk1242,Ik,,3.61407,34.2507,ikkk1242,,196,5.278114659230517
yong1288,Yongning Na,,,,yong1288,,198,5.288267030694535
mand1469,Mande,,,,mand1469,,3,1.0986122886681098
laze1238,Laze,,27.85,101.45,laze1238,,1,0.0
tibe1272,Tibetan,,28.3681,90.1872,tibe1272,,6,1.791759469228055
nais1236,Naish,,,,nais1236,,1,0.0
shix1238,Shixing,,28.3895,100.4,shix1238,,2,0.6931471805599453
sini1245,Sinitic,,,,sini1245,,3,1.0986122886681098
east2346,Eastern Gorkha Tamang,,28.2213,84.9451,east2346,,1,0.0
naxi1245,Naxi,,27.5,100.0,naxi1245,,3,1.0986122886681098
roma1334,Romance,,,,roma1334,,21,3.044522437723423
sout2807,Southern Sotho,,-28.78,27.89,sout2807,,4,1.3862943611198906
here1253,Herero,,-21.0231,20.5655,here1253,,8,2.0794415416798357
lugu1238,Luguru,,-6.86828,37.5557,lugu1238,,11,2.3978952727983707
maas1239,Maasina Fulfulde,,11.1324,-3.64763,maas1239,,3,1.0986122886681098
molo1266,Moloko,,10.7933,14.2521,molo1266,,1031,6.93828448401696
muya1243,Muyang,,10.86047,14.21246,muya1243,,4,1.3862943611198906
vame1236,Vame,,10.9481,14.2131,vame1236,,1,0.0
mama1272,Mama,,8.8062,8.78601,mama1272,,2,0.6931471805599453
dalo1238,Daloa Bété,,6.69281,-6.63944,dalo1238,,4,1.3862943611198906
krua1234,Kru,,,,krua1234,,2,0.6931471805599453
gbad1242,Gbadi,,,,gbad1242,,4,1.3862943611198906
vata1239,Vata,,,,vata1239,,2,0.6931471805599453
tief1242,Tiefo-Daramandugu,,10.7184,-4.52619,tief1242,,8,2.0794415416798357
gaaa1244,Ga,,5.65488,-0.18598,gaaa1244,,22,3.091042453358316
tsoo1241,Tso,,9.53256,11.4972,tsoo1241,,3,1.0986122886681098
maay1238,Maay,,3.22288,43.6182,maay1238,,12,2.4849066497880004
pula1263,Pulaar,,13.8694,-13.4482,pula1263,,42,3.7376696182833684
sere1260,Sereer,,13.8941,-16.3916,sere1260,,78,4.356708826689592
ibib1240,Ibibio,,5.15279,7.86688,ibib1240,,61,4.110873864173311
akwa1248,Akwa,,-0.39897,15.4623,akwa1248,,2,0.6931471805599453
ling1263,Kinshasa Lingala,,-4.409174,15.28532,ling1263,,1,0.0
sene1264,Seneca,,42.56,-77.53,sene1264,,2,0.6931471805599453
zagh1240,Beria,,17.4842,23.4626,zagh1240,,16,2.772588722239781
buna1275,Bunaba,,-17.8297,125.631,buna1275,,2,0.6931471805599453
tama1332,Tama,,,,tama1332,,1,0.0
kiku1240,Kikuyu,,-0.29005,36.719,kiku1240,,8,2.0794415416798357
wira1264,Wiraféd,,-9.30537,-59.4769,wira1264,,2,0.6931471805599453
dand1239,Danda,,,,dand1239,,1,0.0
kobi1242,Kobi,,,,kobi1242,,1,0.0
fant1241,Fante,,,,fant1241,,18,2.8903717578961645
yaaa1241,Yaa,,,,yaaa1241,,3,1.0986122886681098
yaww1238,Yaw,,21.6,94.8333,yaww1238,,2,0.6931471805599453
dege1246,Degema,,4.73373,6.80991,dege1246,,38,3.6375861597263857
logo1258,Logooli,,0.09487,34.729,logo1258,,137,4.919980925828125
kaon1241,Kaonde,,-12.4129,25.7646,kaon1241,,3,1.0986122886681098
idak1244,Idakho,,,,idak1244,,3,1.0986122886681098
sout2808,Sumayela Ndebele,,-25.6272,29.048,sout2808,,77,4.343805421853684
sira1266,Sira,,-1.78084,10.4635,sira1266,,10,2.302585092994046
nyan1308,Nyanja,,-14.8047,32.8108,nyan1308,,68,4.219507705176107
tswa1253,Tswana,,-24.368,24.7587,tswa1253,,4,1.3862943611198906
makh1264,Makhuwa,,-14.8509,38.8052,makh1264,,17,2.833213344056216
mako1251,Makonde,,-10.9906,39.5133,mako1251,,12,2.4849066497880004
rong1268,Ronga,,-26.7329,32.6167,rong1268,,14,2.6390573296152584
chan1318,Changana,,,,chan1318,,4,1.3862943611198906
egyp1245,Egyptian,,,,egyp1245,,2,0.6931471805599453
jita1239,Jita,,-1.62681,33.9141,jita1239,,6,1.791759469228055
digo1243,Digo,,-4.62101,39.1752,digo1243,,16,2.772588722239781
fuli1240,Fuliiru,,-3.04022,28.9865,fuli1240,,4,1.3862943611198906
mwan1247,Mwani,,-12.5821,40.4601,mwan1247,,4,1.3862943611198906
bena1259,Bena,,,,bena1259,,2,0.6931471805599453
kabw1241,Kabwa,,-1.7124,34.3923,kabw1241,,1,0.0
suba1252,Suba-Simbiti,,-1.103296,34.268,suba1252,,3,1.0986122886681098
kway1241,Kwaya,,-1.80737,33.71,kway1241,,2,0.6931471805599453
lopi1242,Lopit,,4.6986,32.7534,lopi1242,,9,2.1972245773362196
soma1255,Somali,,4.778704,45.152856,soma1255,,45,3.8066624897703196
bamb1262,Bambassi,,9.82554,34.6522,bamb1262,,76,4.330733340286331
hozo1236,Hozo,,9.38875,34.60448,hozo1236,,1,0.0
urho1239,Urhobo,,5.31155,5.86148,urho1239,,4,1.3862943611198906
ndii1240,Ndi,,,,ndii1240,,1,0.0
ocea1241,Oceanic,,,,ocea1241,,8,2.0794415416798357
taro1265,Tarokoid,,,,taro1265,,1,0.0
taro1263,Tarok,,8.98356,10.0288,taro1263,,1,0.0
bium1280,Biu-Mandara,,,,bium1280,,8,2.0794415416798357
weno1238,Wobe-Wè Northern,,7.40391,-7.24617,weno1238,,1,0.0
bong1285,Bongo,,7.4145,27.9918,bong1285,,11,2.3978952727983707
kain1275,Kainji,,,,kain1275,,5,1.6094379124341003
guro1248,Guro,,7.34954,-6.31154,guro1248,,2,0.6931471805599453
sigi1234,Sigidi,,,,sigi1234,,1,0.0
kula1277,Kulango,,,,kula1277,,4,1.3862943611198906
cang1245,Cangin,,,,cang1245,,2,0.6931471805599453
gbay1288,Kresh-Woro,,8.43391,25.0,gbay1288,,3,1.0986122886681098
gada1257,Ga-Dangme,,,,gada1257,,2,0.6931471805599453
polc1243,Pesse,,10.1346,9.5961,polc1243,,1,0.0
bant1294,Bantoid,,,,bant1294,,5,1.6094379124341003
poto1254,Potou-Tano,,,,poto1254,,1,0.0
ngas1240,Ngas,,9.32042,9.46146,ngas1240,,2,0.6931471805599453
yiwo1237,Yiwom,,8.97395,9.78757,yiwo1237,,1,0.0
lend1245,Lendu,,2.1898,30.6794,lend1245,,2,0.6931471805599453
mang1396,Mangbutu,,2.74779,29.7358,mang1396,,4,1.3862943611198906
gbay1292,Kresh,,,,gbay1292,,2,0.6931471805599453
mang1394,Mangbetu,,2.5511,27.0712,mang1394,,4,1.3862943611198906
jowu1238,Jowulu,,10.7691,-5.47873,jowu1238,,1,0.0
rapa1244,Rapanui,,-27.113,-109.342,rapa1244,,1330,7.1929342212158
tuva1244,Tuvalu,,-8.520813,179.198088,tuva1244,,6,1.791759469228055
tahi1242,Tahitian,,-17.6485,-149.45,tahi1242,,85,4.442651256490317
rapa1245,Mangaia-Old Rapa,,-27.6304,-144.338,rapa1245,,2,0.6931471805599453
mang1401,Mangareva,,-23.1095,-134.97,mang1401,,5,1.6094379124341003
pile1238,Vaeakau-Taumako,,-10.173335,166.247188,pile1238,,2,0.6931471805599453
nuku1260,Nukuoro,,3.84,154.975,nuku1260,,5,1.6094379124341003
raro1241,Southern Cook Island Maori,,-21.23,-159.78,raro1241,,2,0.6931471805599453
taku1257,Takuu,,-4.773094,157.032085,taku1257,,2,0.6931471805599453
tiko1237,Tikopia,,-12.2766,168.822,tiko1237,,3,1.0986122886681098
marq1246,Marquesan,,,,marq1246,,2,0.6931471805599453
lauu1247,Lau,,-8.51018,160.872,lauu1247,,3,1.0986122886681098
tach1250,Tachelhit,,29.7854,-7.77879,tach1250,,6,1.791759469228055
toor1238,Tooro,,0.57291,30.6389,toor1238,,3,1.0986122886681098
ndal1241,Ndali,,-9.88948,33.6118,ndal1241,,24,3.1780538303479458
umbu1257,Umbundu,,-12.4763,14.4148,umbu1257,,3,1.0986122886681098
kala1384,Kalanga,,-21.2887,27.401,kala1384,,2,0.6931471805599453
yeyi1239,Yeyi,,-18.9178,23.6088,yeyi1239,,14,2.6390573296152584
sukw1242,Sukwa,,,,sukw1242,,7,1.9459101490553132
tote1238,Totela,,-16.9575,24.3751,tote1238,,8,2.0794415416798357
ngon1268,Ngonde,,,,ngon1268,,2,0.6931471805599453
kham1286,Kham,,,,kham1286,,7,1.9459101490553132
sans1272,San Salvador Kongo,,-5.7114,12.5372,sans1272,,2,0.6931471805599453
mali1279,Malila,,-9.16619,33.339,mali1279,,3,1.0986122886681098
vwan1235,Vwanji,,-9.00683,34.0757,vwan1235,,1,0.0
kala1399,Kalaallisut,,69.3761,-52.864,kala1399,,21,3.044522437723423
teng1267,Tenggarong Kutai Malay,,0.71803,117.645,teng1267,,17,2.833213344056216
tuyu1244,Tuyuca,,0.39441,-70.043515,tuyu1244,,15,2.70805020110221
turk1303,Turkic Khalaj,,34.42237,50.32223,turk1303,,3,1.0986122886681098
kima1244,Kimaragang,,6.61982,116.96,kima1244,,13,2.5649493574615367
bare1279,Barain,,10.970124,17.911727,bare1279,,20,2.995732273553991
tokp1240,Tok Pisin,,-9.41971,147.303,tokp1240,,131,4.875197323201151
bilu1245,Bilua,,-7.92388,156.663,bilu1245,,2,0.6931471805599453
maya1287,Mayan,,,,maya1287,,5,1.6094379124341003
sans1269,Sanskrit,,20.0,77.0,sans1269,,37,3.6109179126442243
hixk1239,Hixkaryána,,-0.16265,-58.80153,hixk1239,,1,0.0
pipi1250,Pipil,,13.8931,-89.443,pipi1250,,1,0.0
tsho1240,Tshobdun,,32.18,101.84,tsho1240,,1,0.0
japh1234,Japhug,,32.1,102.36,japh1234,,3530,8.169053149927343
jiar1240,Northern Gyalrong,,31.60295,102.22875,jiar1240,,1,0.0
soni1259,Soninke,,13.1273,-11.7178,soni1259,,11,2.3978952727983707
kita1249,Kita Maninkakan,,13.1798,-9.49151,kita1249,,8,2.0794415416798357
mand1436,Mandinka,,12.8165233333,-15.6539466667,mand1436,,1,0.0
limb1268,Limbum,,6.58608,10.9802,limb1268,,107,4.672828834461906
noon1243,Noone,,6.37256,10.5707,noon1243,,5,1.6094379124341003
medu1238,Medumba,,5.10901,10.6118,medu1238,,29,3.367295829986474
momo1242,Momo,,,,momo1242,,2,0.6931471805599453
isuf1235,Isu (Fako Division),,3.96758,9.36535,isuf1235,,2,0.6931471805599453
akoo1248,Akoose,,4.9243,9.65522,akoo1248,,4,1.3862943611198906
bamu1253,Bamun,,5.49017,10.8477,bamu1253,,1,0.0
mund1327,Mundani,,5.68073,9.91533,mund1327,,3,1.0986122886681098
fumm1238,Fum,,6.66524,11.1087,fumm1238,,2,0.6931471805599453
nupo1239,Nupoid,,,,nupo1239,,3,1.0986122886681098
abar1238,Mungbam,,6.5805,10.2267,abar1238,,3,1.0986122886681098
indo1321,Indo-Aryan,,,,indo1321,,11,2.3978952727983707
nhan1238,Nhanda,,-27.42523643,114.2680442,nhan1238,,1,0.0
awad1243,Awadhi,,27.5907,82.4663,awad1243,,4,1.3862943611198906
oldm1244,Old Marathi,,18.0,75.0,oldm1244,,1,0.0
braj1242,Braj,,26.4758,78.0813,braj1242,,4,1.3862943611198906
bund1253,Bundeli,,24.8982,78.9542,bund1253,,2,0.6931471805599453
laca1243,Lacandon,,17.02093,-91.42348,laca1243,,14,2.6390573296152584
itza1241,Itzá,,17.0269,-89.8734,itza1241,,6,1.791759469228055
mopa1243,Mopán Maya,,16.3533,-89.0673,mopa1243,,56,4.02535169073515
slav1255,Slavic,,,,slav1255,,27,3.295836866004329
anci1242,Ionic-Attic Ancient Greek,,39.8155,21.9129,anci1242,,54,3.9889840465642745
capp1239,Cappadocian Greek,,38.73,35.45,capp1239,,51,3.9318256327243257
inui1246,Inuit,,,,inui1246,,5,1.6094379124341003
aleu1260,Aleut,,52.1228,-174.29,aleu1260,,17,2.833213344056216
west2793,West Germanic,,,,west2793,,1,0.0
uppe1398,Upper Austria Bavarian,,48.24,13.89,uppe1398,,22,3.091042453358316
macu1259,Macushi,,4.31861,-60.2209,macu1259,,5,1.6094379124341003
cent1989,Central Khmer,,12.0515,105.015,cent1989,,4,1.3862943611198906
chat1268,Chatino,,,,chat1268,,41,3.713572066704308
mati1253,Matipuhy,,-12.0456,-53.3994,mati1253,,579,6.361302477572996
maru1252,Marúbo,,-6.60703,-72.4027,maru1252,,97,4.574710978503383
trum1247,Trumai,,-11.8119,-53.5717,trum1247,,51,3.9318256327243257
guan1269,Kotiria,,1.07554,-69.5705,guan1269,,297,5.6937321388027
hupd1244,Hup,,0.58622,-69.8359,hupd1244,,140,4.941642422609304
saku1239,Sakurabiat,,,,saku1239,,52,3.9512437185814275
suya1243,Suyá,,-11.5178,-53.0743,suya1243,,98,4.584967478670572
kwaz1243,Kwaza,,-11.6667,-61.1833,kwaz1243,,55,4.007333185232471
aika1237,Aikanã,,-12.6695,-60.5353,aika1237,,152,5.0238805208462765
suru1262,Suruí,,-11.0989,-61.2818,suru1262,,66,4.189654742026425
urub1250,Urubú-Kaapor,,-2.46455,-46.2204,urub1250,,44,3.784189633918261
djin1251,Jingulu,,-17.165,133.659,djin1251,,15,2.70805020110221
warr1258,Warrwa,,-17.0965,123.971,warr1258,,2,0.6931471805599453
agua1253,Aguaruna,,-5.30044,-77.9218,agua1253,,14,2.6390573296152584
bats1242,Bats,,42.1806,45.344,bats1242,,18,2.8903717578961645
mait1250,Maithili,,26.3817,86.2211,mait1250,,4,1.3862943611198906
lite1247,Literary Hindi,,,,lite1247,,2,0.6931471805599453
copt1239,Coptic,,29.472,31.2053,copt1239,,48,3.871201010907891
olde1242,Old Egyptian,,,,olde1242,,1,0.0
late1256,Late Egyptian,,,,late1256,,4,1.3862943611198906
sahi1241,Sahidic,,,,sahi1241,,7,1.9459101490553132
lyco1237,Lycopolitan,,,,lyco1237,,19,2.9444389791664403
kxoe1243,Kxoe,,-16.59051,22.599835,kxoe1243,,16,2.772588722239781
dama1270,Damara,,,,dama1270,,6,1.791759469228055
shua1254,Shua,,-21.52,26.0238,shua1254,,5,1.6094379124341003
tsix1234,Ts'ixa,,-19.180953,23.998153,tsix1234,,8,2.0794415416798357
shek1243,Shekhawati,,27.34,75.407,shek1243,,1,0.0
kuma1273,Kumaoni,,29.5622,80.0171,kuma1273,,5,1.6094379124341003
bhoj1244,Bhojpuri,,26.458455,84.817115,bhoj1244,,2,0.6931471805599453
hary1238,Haryanvi,,29.0166,76.0432,hary1238,,3,1.0986122886681098
avam1236,Avam,,,,avam1236,,21,3.044522437723423
fore1265,Forest Enets,,68.6,86.5,fore1265,,22,3.091042453358316
sumi1235,Sumi Naga,,25.9996,94.4235,sumi1235,,29,3.367295829986474
khez1235,Khezha Naga,,25.7078,94.3114,khez1235,,2,0.6931471805599453
maoo1244,Mao,,,,maoo1244,,3,1.0986122886681098
sout2674,South Saami,,62.8801,13.7006,sout2674,,8,2.0794415416798357
lule1254,Lule Saami,,67.2759,17.8057,lule1254,,1,0.0
skol1241,Skolt Saami,,68.8326,29.7204,skol1241,,2,0.6931471805599453
sout2959,South Slavey,,59.8794,-117.047,sout2959,,3,1.0986122886681098
nyul1248,Nyulnyulan,,,,nyul1248,,2,0.6931471805599453
urar1246,Urarina,,-4.44006,-75.4211,urar1246,,2,0.6931471805599453
yele1255,Yele,,-11.3796,154.127,yele1255,,1,0.0
saba1268,Sabanê,,-12.9857,-60.335,saba1268,,2,0.6931471805599453
indo1320,Indo-Iranian,,,,indo1320,,4,1.3862943611198906
ural1272,Uralic,,,,ural1272,,3,1.0986122886681098
aust1305,Austroasiatic,,,,aust1305,,2,0.6931471805599453
guiq1238,Guiqiong,,30.4803,102.128,guiq1238,,2,0.6931471805599453
indo1319,Indo-European,,,,indo1319,,8,2.0794415416798357
tsez1239,Tsezic,,,,tsez1239,,10,2.302585092994046
khoe1241,Khoe,,,,khoe1241,,1,0.0
qian1264,Qiang,,,,qian1264,,2,0.6931471805599453
araw1282,Arawan,,,,araw1282,,4,1.3862943611198906
kusu1250,Kusunda,,28.33,82.6,kusu1250,,2,0.6931471805599453
timo1261,Timor-Alor-Pantar,,,,timo1261,,4,1.3862943611198906
tung1282,Tungusic,,,,tung1282,,3,1.0986122886681098
mong1329,Mongolic,,,,mong1329,,2,0.6931471805599453
barb1265,Barbacoan,,,,barb1265,,4,1.3862943611198906
ainu1252,Ainu,,,,ainu1252,,29,3.367295829986474
nivk1234,Nivkh,,,,nivk1234,,19,2.9444389791664403
alut1245,Alutor,,60.3844,165.653,alut1245,,5,1.6094379124341003
kory1246,Koryak,,63.8977,166.695,kory1246,,4,1.3862943611198906
kere1280,Kerek,,62.1777,175.07,kere1280,,3,1.0986122886681098
itel1242,West Itelmen,,56.046173,156.30704,itel1242,,7,1.9459101490553132
kjac1234,Chinese Pidgin Russian,,,,kjac1234,,2,0.6931471805599453
taim1252,Taimyr Pidgin Russian,,69.52,88.53,taim1252,,2,0.6931471805599453
saka1298,Saka,,,,saka1298,,2,0.6931471805599453
sogd1245,Sogdian,,39.7,66.983,sogd1245,,3,1.0986122886681098
sari1246,Sarikoli,,37.905,75.1449,sari1246,,7,1.9459101490553132
tokh1243,Tokharian B,,41.65,82.9,tokh1243,,2,0.6931471805599453
tokh1242,Tokharian A,,42.98,89.18,tokh1242,,3,1.0986122886681098
yila1234,Yilan Creole Japanese,,24.381274,121.574283,yila1234,,4,1.3862943611198906
atay1247,Atayal,,24.5209,121.388,atay1247,,3,1.0986122886681098
uraa1244,Ura,,27.466667,90.9,uraa1244,,5,1.6094379124341003
sout2954,Southern Amami-Oshima,,28.1955,129.28521,sout2954,,7,1.9459101490553132
okin1246,Oki-No-Erabu,,27.37384,128.6187,okin1246,,3,1.0986122886681098
shur1243,Shuri,,26.21699,127.7224,shur1243,,11,2.3978952727983707
cent2126,Central Okinawan,,26.14854,127.7816,cent2126,,4,1.3862943611198906
miya1259,Miyako,,24.7564,125.363,miya1259,,21,3.044522437723423
hate1238,Hateruma,,24.059,123.78,hate1238,,2,0.6931471805599453
hato1238,Hatoma,,,,hato1238,,6,1.791759469228055
yona1241,Yonaguni,,24.44997,122.99075,yona1241,,4,1.3862943611198906
sona1243,Sonai,,,,sona1243,,5,1.6094379124341003
midd1372,Middle Korean,,37.93313,126.59918,midd1372,,3,1.0986122886681098
midd1351,Middle Mongol,,48.72618,108.6745,midd1351,,3,1.0986122886681098
kham1281,Khamnigan Mongol,,49.0,117.0,kham1281,,5,1.6094379124341003
ordo1245,Ordos,,42.42,110.16,ordo1245,,2,0.6931471805599453
kalm1243,Oirad-Kalmyk-Darkhat,,46.566667,45.316667,kalm1243,,1,0.0
east2337,East Yugur,,38.83687,99.61725,east2337,,1,0.0
bona1250,Bonan,,35.515,102.01778,bona1250,,9,2.1972245773362196
kang1281,Kangjia,,35.043,101.254,kang1281,,7,1.9459101490553132
dong1285,Dongxiang,,35.66354,103.38952,dong1285,,12,2.4849066497880004
huzh1238,Mongghul,,36.84174,101.95904,huzh1238,,8,2.0794415416798357
minh1238,Mangghuer,,36.33736,102.80434,minh1238,,8,2.0794415416798357
dung1253,Dungan,,42.7292,76.8382,dung1253,,3,1.0986122886681098
wutu1241,Wutunhua,,35.269,101.957,wutu1241,,9,2.1972245773362196
tang1373,Tangwang,,35.803799,103.54273,tang1373,,3,1.0986122886681098
gang1272,Gangou,,35.55,102.43,gang1272,,2,0.6931471805599453
tibe1276,Middle Old Tibetan,,,,tibe1276,,12,2.4849066497880004
amdo1237,Amdo Tibetan,,34.5177,100.485,amdo1237,,4,1.3862943611198906
qian1263,Qiangic,,,,qian1263,,7,1.9459101490553132
baim1244,Baima,,33.1001,103.952,baim1244,,2,0.6931471805599453
even1259,Evenki,,61.972,94.689,even1259,,27,3.295836866004329
even1260,Even,,70.6687,130.914,even1260,,14,2.6390573296152584
oroq1238,Oroqen,,50.6319,125.017,oroq1238,,12,2.4849066497880004
solo1263,Solon,,48.166,119.4873,solo1263,,11,2.3978952727983707
nana1257,Nanai,,48.43426,134.79726,nana1257,,8,2.0794415416798357
negi1245,Negidal,,52.96584,139.20575,negi1245,,19,2.9444389791664403
kile1243,Kilen,,47.585,132.48,kile1243,,8,2.0794415416798357
jurc1239,Jurchen,,44.412626,126.866803,jurc1239,,2,0.6931471805599453
orok1265,Orok,,49.36393,143.12819,orok1265,,52,3.9512437185814275
manc1252,Manchu,,47.31225,126.55713,manc1252,,27,3.295836866004329
sibe1252,Sibe,,,,sibe1252,,36,3.58351893845611
bala1299,Bala,,,,bala1299,,3,1.0986122886681098
sala1264,Salar,,35.5457,102.819,sala1264,,7,1.9459101490553132
tata1255,Tatar,,55.79592,49.11577,tata1255,,23,3.1354942159291497
kirg1245,Kirghiz,,42.0,74.0,kirg1245,,7,1.9459101490553132
ainu1251,Ainu (China),,39.2714,76.4209,ainu1251,,1,0.0
ilit1241,Ili Turki,,44.0089,80.4957,ilit1241,,2,0.6931471805599453
tuvi1240,Tuvinian,,51.7,94.36667,tuvi1240,,9,2.1972245773362196
tofa1248,Tofa,,,,tofa1248,,2,0.6931471805599453
khak1248,Khakas,,50.73933,107.16939,khak1248,,6,1.791759469228055
shor1247,Shor,,52.32607,88.4344,shor1247,,2,0.6931471805599453
nort2686,Northern Altai,,50.8998,88.0672,nort2686,,3,1.0986122886681098
chul1246,Chulym Turkic,,54.3209,89.5541,chul1246,,4,1.3862943611198906
yaku1245,Sakha,,61.69744,133.98031,yaku1245,,31,3.4339872044851463
dolg1241,Dolgan,,71.10828,94.29358,dolg1241,,3,1.0986122886681098
ngan1291,Nganasan,,73.1354,86.2106,ngan1291,,5,1.6094379124341003
enet1250,Enets,,,,enet1250,,3,1.0986122886681098
nene1251,Nenets,,,,nene1251,,14,2.6390573296152584
selk1253,Selkup,,59.9409,82.3004,selk1253,,2,0.6931471805599453
kama1351,Kamas-Koibal,,55.07,94.83,kama1351,,3,1.0986122886681098
kett1243,Ket,,63.7551,87.5466,kett1243,,11,2.3978952727983707
yugh1239,Yugh,,60.8778,89.7479,yugh1239,,4,1.3862943611198906
kott1239,Kott-Assan,,55.0,94.0,kott1239,,1,0.0
kiow1264,Kiowa Apache,,34.9077,-98.2461,kiow1264,,2,0.6931471805599453
eyak1241,Eyak,,60.4232,-144.762,eyak1241,,2,0.6931471805599453
nava1243,Navajo,,36.33,-109.38,nava1243,,1,0.0
yuka1259,Yukaghir,,,,yuka1259,,22,3.091042453358316
sout2992,Southern Conchucos Ancash Quechua,,-9.30995,-76.9854,sout2992,,1,0.0
germ1287,Germanic,,,,germ1287,,47,3.8501476017100584
abar1239,Abar,,,,abar1239,,1,0.0
resh1242,Reshe,,10.77046,4.62395,resh1242,,1,0.0
ngwo1241,Ngwo,,6.17739,9.84369,ngwo1241,,4,1.3862943611198906
taki1251,Takivatan,,,,taki1251,,6,1.791759469228055
sout2930,Isbukun,,,,sout2930,,1,0.0
bunu1267,Bunun,,23.4116,121.025,bunu1267,,19,2.9444389791664403
mala1479,Central Malay,,1.85856,103.0,mala1479,,45,3.8066624897703196
vera1241,Vera'a,,-13.892528,167.428701,vera1241,,35,3.5553480614894135
bali1278,Balinese,,-8.35714,115.075,bali1278,,45,3.8066624897703196
stan1306,Standard Malay,,3.08896,101.699,stan1306,,1,0.0
kula1284,Kulawi,,,,kula1284,,1,0.0
bala1315,Balantak,,-0.86809,123.289,bala1315,,3,1.0986122886681098
mara1404,Maranao,,7.79414,124.175,mara1404,,2,0.6931471805599453
sumb1241,Sumbawa,,-8.71919,117.472,sumb1241,,48,3.871201010907891
bima1247,Bima,,-8.57376,118.445,bima1247,,2,0.6931471805599453
taro1264,Seediq,,23.9032,121.358,taro1264,,50,3.912023005428146
